fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
0.9656009500108028,0.4345200039424058,-0.0,0.4343446236254817,0.0402501114574324,2.7159880517383748,3.7105261058909846,0.9978,1.1650724085865622,0.2067618536488862,0.2689658189194651,5,1
0.9726873606997102,0.4985079895739508,-0.0,0.4542679152187762,0.0446475213783501,3.6628944476893968,4.439253033496428,0.9968,1.1229481505538417,0.2174307162460735,0.2689716540494478,5,1
0.9726873606997102,0.4571422001430004,0.0389717237303629,0.4472879572336578,0.0436135799097703,3.062286592025428,4.205194984666088,0.997,1.1314243933798578,0.2151220716139223,0.2689716540494478,5,1
1.0150985320838917,0.2245480086852443,0.4140363978841622,0.4343446236254817,0.040006118725091,3.2061084902578094,4.319266730323579,0.998,1.1172054842814407,0.2088298101767314,0.2689716540494478,6,1
0.9656009500108028,0.4345200039424058,-0.0,0.4343446236254817,0.0402501114574324,2.7159880517383748,3.7105261058909846,0.9978,1.1650724085865622,0.2067618536488862,0.2689658189194651,5,1
0.9656009500108028,0.4186324073577027,-0.0,0.4301992676417042,0.040006118725091,2.900673492306086,3.8830855611449984,0.9978,1.1650724085865622,0.2067618536488862,0.2689658189194651,5,1
0.9743655395865468,0.3934801625654081,0.0577204675566284,0.4204061695832572,0.0384459138782801,3.062286592025428,4.301037330898548,0.9964,1.136985741707798,0.1941153682938006,0.2689658189194651,5,1
0.9637294618115704,0.4145535280096816,-0.0,0.3920644356292159,0.0373074568080797,3.062286592025428,3.2078983668872554,0.9946,1.149245990777458,0.1955798736191384,0.2689742085899227,7,1
0.9726873606997102,0.384719126540079,0.0197390198466556,0.438077241933992,0.0395047321164561,2.5001280096306737,3.050348088907762,0.9968,1.1451974291018054,0.207812397701655,0.2689673768153518,7,1
0.9674311327568368,0.3476046671563135,0.2926154354618341,0.4812131306192075,0.0389849020995496,3.2061084902578094,4.900743053739302,0.9978,1.1438394989554366,0.2248708773192412,0.2689797205050706,5,1
0.9515470040320017,0.384719126540079,0.0760062218660024,0.4301992676417042,0.044482727414255,3.062286592025428,4.406249374054772,0.9959,1.1342138840265987,0.2045561036745488,0.2689624821348989,5,1
0.9674311327568368,0.3476046671563135,0.2926154354618341,0.4812131306192075,0.0389849020995496,3.2061084902578094,4.900743053739302,0.9978,1.1438394989554366,0.2248708773192412,0.2689797205050706,5,1
0.9238651966104748,0.3999240574804611,-0.0,0.4204061695832572,0.0430538652112782,3.1361645507630027,4.301037330898548,0.9943,1.1740430165752815,0.202201406504456,0.2689729589556793,5,1
0.9726873606997102,0.3977879677784242,0.2443868183770459,0.4204061695832572,0.0469258367645772,2.5001280096306737,3.543034458690401,0.9974,1.1314243933798578,0.2424654508874104,0.2689606947565732,5,1
0.9893915746236918,0.402048407824275,0.1611401167585801,0.4702213848226911,0.0516413207408046,4.581996858391378,5.292047447996128,0.9986,1.1172054842814407,0.2286018386425794,0.2689624821348989,5,1
0.9893915746236918,0.402048407824275,0.1691259347060462,0.4710445074850404,0.051368862384711,4.556809068510481,5.314961282178751,0.9986,1.118648155312283,0.2305570210312499,0.2689624821348989,5,1
0.9837371584371788,0.2245480086852443,0.4140363978841622,0.4301992676417042,0.0436135799097703,4.077134192399846,4.911536139373174,0.9969,1.136985741707798,0.2220803874507421,0.2689797205050706,7,1
0.9776180638042132,0.3757584380649911,0.2372139100211358,0.4255782405012061,0.0542336309498487,3.1361645507630027,4.24451409437962,0.9968,1.1099208825359996,0.2391271327151886,0.2689641887281238,5,1
0.9656009500108028,0.3891241646071167,0.0760062218660024,0.4744895866921944,0.0424634547254059,2.0857856340133663,3.543034458690401,0.9974,1.1479006523742892,0.1996855415753975,0.2689588219114909,4,1
0.9743655395865468,0.2496278383609602,0.3856953440225444,0.4301992676417042,0.054157730735732,3.2061084902578094,4.24451409437962,0.9969,1.0995179273939082,0.235119680989564,0.2689624821348989,6,1
0.9893915746236918,0.1841967651458546,0.3680867060716557,0.4301992676417042,0.0404897487950771,3.8438809378272816,4.319266730323579,0.9968,1.149245990777458,0.2033981109542289,0.2689658189194651,6,1
0.9692213917406332,0.2904112883725678,0.2585140241176093,0.4472879572336578,0.0416254079335406,3.562454490011425,4.502509615440852,0.9982,1.1663654528051606,0.2151220716139223,0.2689702908802949,5,1
0.9743655395865468,0.3121143346713731,0.1848339750067128,0.4204061695832572,0.0458664025434865,2.612624396744966,3.8001338436900793,0.9966,1.118648155312283,0.2298057586690767,0.2689673768153518,5,1
0.9837371584371788,0.3427165556045413,0.1026095061241519,0.4472879572336578,0.0420519222107636,2.5001280096306737,4.439253033496428,0.9968,1.118648155312283,0.2033981109542289,0.2689658189194651,5,1
0.9558004529159214,0.2959404744776949,0.1282767025325635,0.4498235584350847,0.0422595261531961,3.4539114238408084,3.8830855611449984,0.9968,1.1545860430487818,0.213461624376393,0.2689702908802949,6,1
0.9423865734887812,0.2904112883725678,0.1448961215945222,0.408025893920717,0.0411833372671427,2.7159880517383748,3.301667814216314,0.9955,1.142477325992688,0.2067618536488862,0.2689641887281238,5,1
